Unicode	字	地區	粵拼	備註
U+26D06	𦴆	G	？	無
U+26D07	𦴇	G,T	？	無
U+26D08	𦴈	G,T	？	無
U+26D09	𦴉	G,T	？	無
U+26D0A	𦴊	G,T	？	無
U+26D0B	𦴋	G,T,V	？	無
U+26D0C	𦴌	G,T	？	無
U+26D0D	𦴍	G,T	？	無
U+26D0E	𦴎	G,T	？	無
U+26D0F	𦴏	G,T	？	無
U+26D10	𦴐	G,T	？	無
U+26D11	𦴑	G,T	？	無
U+26D12	𦴒	G,T	？	無
U+26D13	𦴓	G,T	？	無
U+26D14	𦴔	G,T	？	無
U+26D15	𦴕	G,T	？	無
U+26D16	𦴖	G,T	？	無
U+26D17	𦴗	G,T	？	無
U+26D18	𦴘	G,T	？	無
U+26D19	𦴙	G,T	？	無
U+26D1A	𦴚	G,T	？	無
U+26D1B	𦴛	G,T	？	無
U+26D1C	𦴜	G,T	？	無
U+26D1D	𦴝	G,T	？	無
U+26D1E	𦴞	G,T	？	無
U+26D1F	𦴟	T	？	無
U+26D20	𦴠	T	？	無
U+26D21	𦴡	G	？	無
U+26D22	𦴢	H	ci2	無
U+26D23	𦴣	H	ji1	無
U+26D24	𦴤	H	jing2	無
U+26D25	𦴥	H	seon1	無
U+26D26	𦴦	H	haak3	無
U+26D27	𦴧	H	fei1	無
U+26D28	𦴨	H	kwan3	無
U+26D29	𦴩	H	seon3	無
U+26D2A	𦴪	H	lei5,nei5	無
U+26D2B	𦴫	T	？	無
U+26D2C	𦴬	T	？	無
U+26D2D	𦴭	T	？	無
U+26D2E	𦴮	T	？	無
U+26D2F	𦴯	T	？	無
U+26D30	𦴰	T	？	無
U+26D31	𦴱	T	？	無
U+26D32	𦴲	T	？	無
U+26D33	𦴳	T	？	無
U+26D34	𦴴	T	？	無
U+26D35	𦴵	T	？	無
U+26D36	𦴶	T	？	無
U+26D37	𦴷	T	？	無
U+26D38	𦴸	T	？	無
U+26D39	𦴹	T	？	無
U+26D3A	𦴺	T	？	無
U+26D3B	𦴻	T	？	無
U+26D3C	𦴼	T	？	無
U+26D3D	𦴽	T	？	無
U+26D3E	𦴾	T	？	無
U+26D3F	𦴿	T	？	無
U+26D40	𦵀	T	？	無
U+26D41	𦵁	T	？	無
U+26D42	𦵂	T	？	無
U+26D43	𦵃	T	？	無
U+26D44	𦵄	T	？	無
U+26D45	𦵅	T	？	無
U+26D46	𦵆	T	？	無
U+26D47	𦵇	T	？	無
U+26D48	𦵈	T	？	無
U+26D49	𦵉	T	？	無
U+26D4A	𦵊	T	？	無
U+26D4B	𦵋	T	？	無
U+26D4C	𦵌	T	？	無
U+26D4D	𦵍	T	？	無
U+26D4E	𦵎	T	？	無
U+26D4F	𦵏	G,KP	？	無
U+26D50	𦵐	G,T	？	無
U+26D51	𦵑	G,H,T	geoi2	無
U+26D52	𦵒	G,T	？	無
U+26D53	𦵓	G,K	？	無
U+26D54	𦵔	G	？	無
U+26D55	𦵕	G	？	無
U+26D56	𦵖	K	？	無
U+26D57	𦵗	V	？	無
U+26D58	𦵘	V	？	無
U+26D59	𦵙	V	？	無
U+26D5A	𦵚	V	？	無
U+26D5B	𦵛	V	？	無
U+26D5C	𦵜	V	？	無
U+26D5D	𦵝	T	？	無
U+26D5E	𦵞	T	？	無
U+26D5F	𦵟	G,T	？	無
U+26D60	𦵠	V	？	無
U+26D61	𦵡	G,T	？	無
U+26D62	𦵢	G,T	？	無
U+26D63	𦵣	G,T	？	無
U+26D64	𦵤	G,T	？	無
U+26D65	𦵥	G,T	？	無
U+26D66	𦵦	G,KP,T	？	無
U+26D67	𦵧	G,KP,T	？	無
U+26D68	𦵨	G,T	？	無
U+26D69	𦵩	G,KP,T	？	無
U+26D6A	𦵪	G,KP,T	？	無
U+26D6B	𦵫	G,T	？	無
U+26D6C	𦵬	G,T	？	無
U+26D6D	𦵭	G,T	？	無
U+26D6E	𦵮	G,T	？	無
U+26D6F	𦵯	G,T	？	無
U+26D70	𦵰	G,T	？	無
U+26D71	𦵱	G,T	？	無
U+26D72	𦵲	G,T	？	無
U+26D73	𦵳	G,T	？	無
U+26D74	𦵴	G,H,T	git6	無
U+26D75	𦵵	G,T	？	無
U+26D76	𦵶	G,T	？	無
U+26D77	𦵷	G,T	？	無
U+26D78	𦵸	G,KP,T	？	無
U+26D79	𦵹	G,T	？	無
U+26D7A	𦵺	G,T	？	無
U+26D7B	𦵻	G,T	？	無
U+26D7C	𦵼	G,T	？	無
U+26D7D	𦵽	G,T	？	無
U+26D7E	𦵾	G,T	？	無
U+26D7F	𦵿	G,T	？	無
U+26D80	𦶀	G,KP,T	？	無
U+26D81	𦶁	G,T	？	無
U+26D82	𦶂	G,T	？	無
U+26D83	𦶃	G	？	無
U+26D84	𦶄	G,T	？	無
U+26D85	𦶅	G,T	？	無
U+26D86	𦶆	G,T	？	無
U+26D87	𦶇	G,KP,T	？	無
U+26D88	𦶈	G,T	？	無
U+26D89	𦶉	G,T	？	無
U+26D8A	𦶊	G,T	？	無
U+26D8B	𦶋	G,T	？	無
U+26D8C	𦶌	G,T	？	無
U+26D8D	𦶍	G,KP,T	？	無
U+26D8E	𦶎	G,T	？	無
U+26D8F	𦶏	G,T	？	無
U+26D90	𦶐	G,T	？	無
U+26D91	𦶑	G,T	？	無
U+26D92	𦶒	G,T	？	無
U+26D93	𦶓	G,T	？	無
U+26D94	𦶔	G,T	？	無
U+26D95	𦶕	G,T	？	無
U+26D96	𦶖	G,T	？	無
U+26D97	𦶗	G,T	？	無
U+26D98	𦶘	G,T	？	無
U+26D99	𦶙	G,T	？	無
U+26D9A	𦶚	G,T	？	無
U+26D9B	𦶛	G,T	？	無
U+26D9C	𦶜	G	？	無
U+26D9D	𦶝	G	？	無
U+26D9E	𦶞	G	？	無
U+26D9F	𦶟	G	？	無
U+26DA0	𦶠	H	gan1	無
U+26DA1	𦶡	H	hou6	無
U+26DA2	𦶢	H	hong4	無
U+26DA3	𦶣	H	lit6	無
U+26DA4	𦶤	H	jyun2	無
U+26DA5	𦶥	H	ngo4,o4	無
U+26DA6	𦶦	H	lo5,no5	無
U+26DA7	𦶧	H	gwan2	無
U+26DA8	𦶨	T	？	無
U+26DA9	𦶩	T	？	無
U+26DAA	𦶪	T	？	無
U+26DAB	𦶫	T	？	無
U+26DAC	𦶬	T	？	無
U+26DAD	𦶭	T	？	無
U+26DAE	𦶮	H,T	wan4	無
U+26DAF	𦶯	T	？	無
U+26DB0	𦶰	T	？	無
U+26DB1	𦶱	T	？	無
U+26DB2	𦶲	T	？	無
U+26DB3	𦶳	T	？	無
U+26DB4	𦶴	T	？	無
U+26DB5	𦶵	T	？	無
U+26DB6	𦶶	T	？	無
U+26DB7	𦶷	T	？	無
U+26DB8	𦶸	T	？	無
U+26DB9	𦶹	T	？	無
U+26DBA	𦶺	T	？	無
U+26DBB	𦶻	T	？	無
U+26DBC	𦶼	T	？	無
U+26DBD	𦶽	T	？	無
U+26DBE	𦶾	T	？	無
U+26DBF	𦶿	T	？	無
U+26DC0	𦷀	T	？	無
U+26DC1	𦷁	T	？	無
U+26DC2	𦷂	T	？	無
U+26DC3	𦷃	T	？	無
U+26DC4	𦷄	T	？	無
U+26DC5	𦷅	T	？	無
U+26DC6	𦷆	T	？	無
U+26DC7	𦷇	T	？	無
U+26DC8	𦷈	T	？	無
U+26DC9	𦷉	T	？	無
U+26DCA	𦷊	T	？	無
U+26DCB	𦷋	T	？	無
U+26DCC	𦷌	T	？	無
U+26DCD	𦷍	T	？	無
U+26DCE	𦷎	T	？	無
U+26DCF	𦷏	T	？	無
U+26DD0	𦷐	T	？	無
U+26DD1	𦷑	T	？	無
U+26DD2	𦷒	T	？	無
U+26DD3	𦷓	G,T	？	無
U+26DD4	𦷔	G,T	？	無
U+26DD5	𦷕	G,T	？	無
U+26DD6	𦷖	G	？	無
U+26DD7	𦷗	G,T	？	無
U+26DD8	𦷘	G,T	？	無
U+26DD9	𦷙	G,T	？	無
U+26DDA	𦷚	G,T	？	無
U+26DDB	𦷛	G,T	？	無
U+26DDC	𦷜	H	haa6	無
U+26DDD	𦷝	G,T	co1	無
U+26DDE	𦷞	G,T	？	無
U+26DDF	𦷟	G,T	？	無
U+26DE0	𦷠	G,T	？	無
U+26DE1	𦷡	G,T	？	無
U+26DE2	𦷢	G	？	無
U+26DE3	𦷣	G,T	？	無
U+26DE4	𦷤	G	？	無
U+26DE5	𦷥	G	？	無
U+26DE6	𦷦	G	？	無
U+26DE7	𦷧	K	？	無
U+26DE8	𦷨	V	？	無
U+26DE9	𦷩	V	？	無
U+26DEA	𦷪	H,T	seoi1	無
U+26DEB	𦷫	H,V	hoi2	無
U+26DEC	𦷬	V	？	無
U+26DED	𦷭	V	？	無
U+26DEE	𦷮	V	？	無
U+26DEF	𦷯	V	？	無
U+26DF0	𦷰	H,T	fau4	無
U+26DF1	𦷱	G,T	？	無
U+26DF2	𦷲	G,T	？	無
U+26DF3	𦷳	G,T	？	無
U+26DF4	𦷴	G,T	？	無
U+26DF5	𦷵	G,T	？	無
U+26DF6	𦷶	G,T	？	無
U+26DF7	𦷷	G,T	？	無
U+26DF8	𦷸	G,T	？	無
U+26DF9	𦷹	G,T	？	無
U+26DFA	𦷺	G,T	？	無
U+26DFB	𦷻	G,T	？	無
U+26DFC	𦷼	T	？	無
U+26DFD	𦷽	G,T	？	無
U+26DFE	𦷾	V	？	無
U+26DFF	𦷿	G,T	？	無
U+26E00	𦸀	G,H,T	kei4	無
U+26E01	𦸁	G,KP,T	？	無
U+26E02	𦸂	G,KP,T	？	無
U+26E03	𦸃	G,KP,T	？	無
U+26E04	𦸄	G,T	？	無
U+26E05	𦸅	G,H	kau3	無
U+26E06	𦸆	G,T	？	無
U+26E07	𦸇	G,H,T	seot6	無
U+26E08	𦸈	G,KP,T	？	無
U+26E09	𦸉	G,T	？	無
U+26E0A	𦸊	G,KP,T	？	無
U+26E0B	𦸋	G,T	？	無
U+26E0C	𦸌	G,T	？	無
U+26E0D	𦸍	G,T	？	無
U+26E0E	𦸎	G,T	？	無
U+26E0F	𦸏	G,T	？	無
U+26E10	𦸐	G,KP,T	？	無
U+26E11	𦸑	G,KP,T	？	無
U+26E12	𦸒	G,H,T	ji1	無
U+26E13	𦸓	G,T	？	無
U+26E14	𦸔	G,T	？	無
U+26E15	𦸕	G,T	？	無
U+26E16	𦸖	G,T	？	無
U+26E17	𦸗	G,T	？	無
U+26E18	𦸘	G,T	？	無
U+26E19	𦸙	G,T	？	無
U+26E1A	𦸚	G,T	？	無
U+26E1B	𦸛	G,T	？	無
U+26E1C	𦸜	G,T	？	無
U+26E1D	𦸝	G,T	？	無
U+26E1E	𦸞	G,T	？	無
U+26E1F	𦸟	G,T	？	無
U+26E20	𦸠	G,T	？	無
U+26E21	𦸡	G,T	？	無
U+26E22	𦸢	G,T	？	無
U+26E23	𦸣	G,KP,T	？	無
U+26E24	𦸤	G,KP,T	？	無
U+26E25	𦸥	G	？	無
U+26E26	𦸦	G,T	？	無
U+26E27	𦸧	G,T	？	無
U+26E28	𦸨	G,T	？	無
U+26E29	𦸩	G,T	？	無
U+26E2A	𦸪	G,T	？	無
U+26E2B	𦸫	G,T	？	無
U+26E2C	𦸬	G,T	？	無
U+26E2D	𦸭	G,T	？	無
U+26E2E	𦸮	G,KP,T	？	無
U+26E2F	𦸯	G,T	？	無
U+26E30	𦸰	G,KP,T	？	無
U+26E31	𦸱	G,T	？	無
U+26E32	𦸲	G,T	？	無
U+26E33	𦸳	G,T	？	無
U+26E34	𦸴	G,T	？	無
U+26E35	𦸵	G,T	？	無
U+26E36	𦸶	G,T	？	無
U+26E37	𦸷	G,T	？	無
U+26E38	𦸸	G,T	？	無
U+26E39	𦸹	G,T	？	無
U+26E3A	𦸺	G,T	？	無
U+26E3B	𦸻	G	？	無
U+26E3C	𦸼	G	？	無
U+26E3D	𦸽	G	？	無
U+26E3E	𦸾	G	？	無
U+26E3F	𦸿	G	？	無
U+26E40	𦹀	J	？	無
U+26E41	𦹁	G	？	無
U+26E42	𦹂	H	bou2	無
U+26E43	𦹃	H	fau4	無
U+26E44	𦹄	H	siu6	無
U+26E45	𦹅	H	jyun2	無
U+26E46	𦹆	T	？	無
U+26E47	𦹇	T	？	無
U+26E48	𦹈	T	？	無
U+26E49	𦹉	T	？	無
U+26E4A	𦹊	T	？	無
U+26E4B	𦹋	T	？	無
U+26E4C	𦹌	T	？	無
U+26E4D	𦹍	T	？	無
U+26E4E	𦹎	T	？	無
U+26E4F	𦹏	T	？	無
U+26E50	𦹐	T	？	無
U+26E51	𦹑	T	？	無
U+26E52	𦹒	T	？	無
U+26E53	𦹓	T	？	無
U+26E54	𦹔	T	？	無
U+26E55	𦹕	T	？	無
U+26E56	𦹖	T	？	無
U+26E57	𦹗	T	？	無
U+26E58	𦹘	T	？	無
U+26E59	𦹙	T	？	無
U+26E5A	𦹚	T	？	無
U+26E5B	𦹛	T	？	無
U+26E5C	𦹜	T	？	無
U+26E5D	𦹝	T	？	無
U+26E5E	𦹞	T	？	無
U+26E5F	𦹟	T	？	無
U+26E60	𦹠	G	？	無
U+26E61	𦹡	G,T	？	無
U+26E62	𦹢	G,T	？	無
U+26E63	𦹣	G,T	？	無
U+26E64	𦹤	G,T	？	無
U+26E65	𦹥	J	？	無
U+26E66	𦹦	G	？	無
U+26E67	𦹧	G	？	無
U+26E68	𦹨	G,T	？	無
U+26E69	𦹩	G	？	無
U+26E6A	𦹪	G,T	？	無
U+26E6B	𦹫	G	？	無
U+26E6C	𦹬	G	？	無
U+26E6D	𦹭	G	？	無
U+26E6E	𦹮	H,T	coi2	無
U+26E6F	𦹯	V	？	無
U+26E70	𦹰	V	？	無
U+26E71	𦹱	V	？	無
U+26E72	𦹲	H,T	wan6	無
U+26E73	𦹳	V	？	無
U+26E74	𦹴	V	？	無
U+26E75	𦹵	V	？	無
U+26E76	𦹶	V	？	無
U+26E77	𦹷	H,T,V	pui4	無
U+26E78	𦹸	V	？	無
U+26E79	𦹹	V	？	無
U+26E7A	𦹺	V	？	無
U+26E7B	𦹻	V	？	無
U+26E7C	𦹼	G	？	無
U+26E7D	𦹽	G,T	？	無
U+26E7E	𦹾	G,T	？	無
U+26E7F	𦹿	G,T	？	無
U+26E80	𦺀	G,T	？	無
U+26E81	𦺁	G,T	？	無
U+26E82	𦺂	G,T	？	無
U+26E83	𦺃	G	？	無
U+26E84	𦺄	H,T	hing1	無
U+26E85	𦺅	G	？	無
U+26E86	𦺆	G,T	？	無
U+26E87	𦺇	G,KP,T	？	無
U+26E88	𦺈	G,H,T	syun1	無
U+26E89	𦺉	G,KP,T	？	無
U+26E8A	𦺊	G,T	？	無
U+26E8B	𦺋	G,H,KP,T	sau1,sou2	無
U+26E8C	𦺌	G,T	？	無
U+26E8D	𦺍	G,T	？	無
U+26E8E	𦺎	G,T	？	無
U+26E8F	𦺏	G,T	？	無
U+26E90	𦺐	G,T	？	無
U+26E91	𦺑	G,T	？	無
U+26E92	𦺒	G,T	？	無
U+26E93	𦺓	G,T,V	？	無
U+26E94	𦺔	G,KP,T	？	無
U+26E95	𦺕	G,T	？	無
U+26E96	𦺖	G,KP,T	？	無
U+26E97	𦺗	G,T	？	無
U+26E98	𦺘	G,T	？	無
U+26E99	𦺙	G,H,T	lai4	無
U+26E9A	𦺚	G,T	？	無
U+26E9B	𦺛	G,T	？	無
U+26E9C	𦺜	G,T	？	無
U+26E9D	𦺝	G,T	？	無
U+26E9E	𦺞	G,T	？	無
U+26E9F	𦺟	G,T	？	無
U+26EA0	𦺠	G,T	？	無
U+26EA1	𦺡	G,T	？	無
U+26EA2	𦺢	G,T	？	無
U+26EA3	𦺣	G,T	？	無
U+26EA4	𦺤	G,T	？	無
U+26EA5	𦺥	G,T	？	無
U+26EA6	𦺦	G,T	？	無
U+26EA7	𦺧	G,T	？	無
U+26EA8	𦺨	G,T	？	無
U+26EA9	𦺩	G,KP,T	？	無
U+26EAA	𦺪	G,T	？	無
U+26EAB	𦺫	G,T	？	無
U+26EAC	𦺬	G,T	？	無
U+26EAD	𦺭	G,T	？	無
U+26EAE	𦺮	G,T	？	無
U+26EAF	𦺯	G,T	？	無
U+26EB0	𦺰	G,T	？	無
U+26EB1	𦺱	G,T	？	無
U+26EB2	𦺲	G,T	？	無
U+26EB3	𦺳	G,T	？	無
U+26EB4	𦺴	G,T	？	無
U+26EB5	𦺵	G,T	？	無
U+26EB6	𦺶	G,T	？	無
U+26EB7	𦺷	G,KP,T	？	無
U+26EB8	𦺸	G,T	？	無
U+26EB9	𦺹	G,T	？	無
U+26EBA	𦺺	G,T	？	無
U+26EBB	𦺻	G,T	？	無
U+26EBC	𦺼	G,KP,T	？	無
U+26EBD	𦺽	G,KP,T	？	無
U+26EBE	𦺾	G,KP,T	？	無
U+26EBF	𦺿	G,T	？	無
U+26EC0	𦻀	G,T	？	無
U+26EC1	𦻁	G,T	？	無
U+26EC2	𦻂	G,T	？	無
U+26EC3	𦻃	G,T	？	無
U+26EC4	𦻄	G,T	？	無
U+26EC5	𦻅	G,T	？	無
U+26EC6	𦻆	G,T	？	無
U+26EC7	𦻇	G,T	？	無
U+26EC8	𦻈	G,T	？	無
U+26EC9	𦻉	G,T	？	無
U+26ECA	𦻊	G,T	？	無
U+26ECB	𦻋	G,T	？	無
U+26ECC	𦻌	G,T	？	無
U+26ECD	𦻍	G,T	？	無
U+26ECE	𦻎	G	？	無
U+26ECF	𦻏	G	？	無
U+26ED0	𦻐	H	zaau3	無
U+26ED1	𦻑	H	wing6	無
U+26ED2	𦻒	H	mou6	無
U+26ED3	𦻓	H	cing4	無
U+26ED4	𦻔	H	fei2	無
U+26ED5	𦻕	H	jan2	無
U+26ED6	𦻖	H	hyun3	無
U+26ED7	𦻗	H	zeon3	無
U+26ED8	𦻘	T	？	無
U+26ED9	𦻙	T	？	無
U+26EDA	𦻚	T	？	無
U+26EDB	𦻛	T	？	無
U+26EDC	𦻜	T	？	無
U+26EDD	𦻝	T	？	無
U+26EDE	𦻞	T	？	無
U+26EDF	𦻟	T	？	無
U+26EE0	𦻠	T	？	無
U+26EE1	𦻡	T	？	無
U+26EE2	𦻢	T	？	無
U+26EE3	𦻣	T	？	無
U+26EE4	𦻤	T	？	無
U+26EE5	𦻥	T	？	無
U+26EE6	𦻦	T	？	無
U+26EE7	𦻧	T	？	無
U+26EE8	𦻨	T	？	無
U+26EE9	𦻩	T	？	無
U+26EEA	𦻪	T	？	無
U+26EEB	𦻫	T	？	無
U+26EEC	𦻬	T	？	無
U+26EED	𦻭	T	？	無
U+26EEE	𦻮	T	？	無
U+26EEF	𦻯	T	？	無
U+26EF0	𦻰	T	？	無
U+26EF1	𦻱	T	？	無
U+26EF2	𦻲	T	？	無
U+26EF3	𦻳	T	？	無
U+26EF4	𦻴	T	？	無
U+26EF5	𦻵	T	？	無
U+26EF6	𦻶	T	？	無
U+26EF7	𦻷	T	？	無
U+26EF8	𦻸	T	？	無
U+26EF9	𦻹	T	？	無
U+26EFA	𦻺	T	？	無
U+26EFB	𦻻	T	？	無
U+26EFC	𦻼	T	？	無
U+26EFD	𦻽	T	？	無
U+26EFE	𦻾	T	？	無
U+26EFF	𦻿	T	？	無
U+26F00	𦼀	T	？	無
U+26F01	𦼁	T	？	無
U+26F02	𦼂	T	？	無
U+26F03	𦼃	T,V	？	無
U+26F04	𦼄	T	？	無
U+26F05	𦼅	T	？	無
U+26F06	𦼆	G,T	？	無
U+26F07	𦼇	G,T,V	？	無
U+26F08	𦼈	G	？	無
U+26F09	𦼉	G	？	無
U+26F0A	𦼊	G,T	？	無
U+26F0B	𦼋	G,T	？	無
U+26F0C	𦼌	G,T	？	無
U+26F0D	𦼍	G,T	？	無
U+26F0E	𦼎	G,T	？	無
U+26F0F	𦼏	G,T	？	無
U+26F10	𦼐	G,T	？	無
U+26F11	𦼑	G,T	？	無
U+26F12	𦼒	G,T	？	無
U+26F13	𦼓	G	？	無
U+26F14	𦼔	G,V	？	無
U+26F15	𦼕	G,T	？	無
U+26F16	𦼖	G	？	無
U+26F17	𦼗	G	？	無
U+26F18	𦼘	G	？	無
U+26F19	𦼙	G,T	？	無
U+26F1A	𦼚	V	？	無
U+26F1B	𦼛	V	？	無
U+26F1C	𦼜	V	？	無
U+26F1D	𦼝	V	？	無
U+26F1E	𦼞	V	？	無
U+26F1F	𦼟	V	？	無
U+26F20	𦼠	V	？	無
U+26F21	𦼡	G,T	？	無
U+26F22	𦼢	G,T	？	無
U+26F23	𦼣	G	？	無
U+26F24	𦼤	G,T	？	無
U+26F25	𦼥	V	？	無
U+26F26	𦼦	H	sing6	無
U+26F27	𦼧	G	？	無
U+26F28	𦼨	V	？	無
U+26F29	𦼩	G,T	？	無
U+26F2A	𦼪	G,T	？	無
U+26F2B	𦼫	G,KP,T	？	無
U+26F2C	𦼬	G,T	？	無
U+26F2D	𦼭	G,T	？	無
U+26F2E	𦼮	G,KP,T	？	無
U+26F2F	𦼯	G,T	zuk6	無
U+26F30	𦼰	G,T	？	無
U+26F31	𦼱	G,T	？	無
U+26F32	𦼲	G,T	？	無
U+26F33	𦼳	G,KP,T	？	無
U+26F34	𦼴	G,T	？	無
U+26F35	𦼵	G,T	？	無
U+26F36	𦼶	G,T	？	無
U+26F37	𦼷	G,T	？	無
U+26F38	𦼸	G,KP,T	？	無
U+26F39	𦼹	G,KP,T	？	無
U+26F3A	𦼺	G,KP,T	？	無
U+26F3B	𦼻	G,T	？	無
U+26F3C	𦼼	G,T	？	無
U+26F3D	𦼽	G,T	？	無
U+26F3E	𦼾	G,T	？	無
U+26F3F	𦼿	G,T	？	無
U+26F40	𦽀	G,KP,T	？	無
U+26F41	𦽁	G,T	？	無
U+26F42	𦽂	G,T	？	無
U+26F43	𦽃	G,T	？	無
U+26F44	𦽄	G,K,T	？	無
U+26F45	𦽅	G,KP,T	？	無
U+26F46	𦽆	G,T	？	無
U+26F47	𦽇	G,KP,T	？	無
U+26F48	𦽈	G,T	？	無
U+26F49	𦽉	G,T	？	無
U+26F4A	𦽊	G,KP,T	waa4	無
U+26F4B	𦽋	G,T	？	無
U+26F4C	𦽌	G,T	？	無
U+26F4D	𦽍	G	？	無
U+26F4E	𦽎	G,T	？	無
U+26F4F	𦽏	G,T	？	無
U+26F50	𦽐	G,T	？	無
U+26F51	𦽑	G,T	？	無
U+26F52	𦽒	G,KP,T	？	無
U+26F53	𦽓	G,KP,T	？	無
U+26F54	𦽔	G,T,V	？	無
U+26F55	𦽕	G,T	？	無
U+26F56	𦽖	G,T	？	無
U+26F57	𦽗	G,KP,T	？	無
U+26F58	𦽘	G,T	？	無
U+26F59	𦽙	G,T	？	無
U+26F5A	𦽚	G,T	？	無
U+26F5B	𦽛	G,T	？	無
U+26F5C	𦽜	G,T	？	無
U+26F5D	𦽝	G,T	？	無
U+26F5E	𦽞	G,T	？	無
U+26F5F	𦽟	G,T	？	無
U+26F60	𦽠	G,T	？	無
U+26F61	𦽡	G,T	？	無
U+26F62	𦽢	G,T	？	無
U+26F63	𦽣	G,T	？	無
U+26F64	𦽤	G,T	？	無
U+26F65	𦽥	G,T	？	無
U+26F66	𦽦	G,T	？	無
U+26F67	𦽧	G,T	？	無
U+26F68	𦽨	G,T	？	無
U+26F69	𦽩	G,T	？	無
U+26F6A	𦽪	G,T	？	無
U+26F6B	𦽫	G,T	？	無
U+26F6C	𦽬	G,T	？	無
U+26F6D	𦽭	G	？	無
U+26F6E	𦽮	G,T	？	無
U+26F6F	𦽯	G	？	無
U+26F70	𦽰	V	？	無
U+26F71	𦽱	G,T	？	無
U+26F72	𦽲	G	？	無
U+26F73	𦽳	H	jyu4	無
U+26F74	𦽴	H	zing6	無
U+26F75	𦽵	T	？	無
U+26F76	𦽶	T	？	無
U+26F77	𦽷	T	？	無
U+26F78	𦽸	T	？	無
U+26F79	𦽹	T	？	無
U+26F7A	𦽺	T	？	無
U+26F7B	𦽻	T	？	無
U+26F7C	𦽼	T	？	無
U+26F7D	𦽽	T	？	無
U+26F7E	𦽾	T	？	無
U+26F7F	𦽿	T	？	無
U+26F80	𦾀	T	？	無
U+26F81	𦾁	T	？	無
U+26F82	𦾂	T	？	無
U+26F83	𦾃	T	？	無
U+26F84	𦾄	T	？	無
U+26F85	𦾅	T	？	無
U+26F86	𦾆	T	？	無
U+26F87	𦾇	T	？	無
U+26F88	𦾈	T	？	無
U+26F89	𦾉	T	？	無
U+26F8A	𦾊	T	？	無
U+26F8B	𦾋	T	？	無
U+26F8C	𦾌	T	？	無
U+26F8D	𦾍	T	？	無
U+26F8E	𦾎	T	？	無
U+26F8F	𦾏	G,T	？	無
U+26F90	𦾐	G,T	？	無
U+26F91	𦾑	G	？	無
U+26F92	𦾒	G,T	？	無
U+26F93	𦾓	G	？	無
U+26F94	𦾔	G,J,T	？	無
U+26F95	𦾕	G	？	無
U+26F96	𦾖	G	？	無
U+26F97	𦾗	G,T	？	無
U+26F98	𦾘	G	？	無
U+26F99	𦾙	G	？	無
U+26F9A	𦾚	G	？	無
U+26F9B	𦾛	G,T	？	無
U+26F9C	𦾜	G	？	無
U+26F9D	𦾝	G	？	無
U+26F9E	𦾞	G	？	無
U+26F9F	𦾟	H,T	zaan2	無
U+26FA0	𦾠	V	？	無
U+26FA1	𦾡	H,T	mei5	無
U+26FA2	𦾢	V	？	無
U+26FA3	𦾣	V	？	無
U+26FA4	𦾤	V	？	無
U+26FA5	𦾥	V	？	無
U+26FA6	𦾦	G	？	無
U+26FA7	𦾧	T	？	無
U+26FA8	𦾨	G	？	無
U+26FA9	𦾩	G	？	無
U+26FAA	𦾪	T	？	無
U+26FAB	𦾫	G	？	無
U+26FAC	𦾬	G,T	？	無
U+26FAD	𦾭	G,T	？	無
U+26FAE	𦾮	G,KP,T	？	無
U+26FAF	𦾯	G,T	？	無
U+26FB0	𦾰	G,KP,T	？	無
U+26FB1	𦾱	G,T	？	無
U+26FB2	𦾲	G,T	？	無
U+26FB3	𦾳	G,KP,T	？	無
U+26FB4	𦾴	G,T	？	無
U+26FB5	𦾵	G,KP,T	？	無
U+26FB6	𦾶	G,KP,T	？	無
U+26FB7	𦾷	G,T	？	無
U+26FB8	𦾸	G,T	？	無
U+26FB9	𦾹	G,T	？	無
U+26FBA	𦾺	G,T	？	無
U+26FBB	𦾻	G,T	？	無
U+26FBC	𦾼	G,T	？	無
U+26FBD	𦾽	G,T	？	無
U+26FBE	𦾾	G,H,T	jiu4	無
U+26FBF	𦾿	G,KP,T	？	無
U+26FC0	𦿀	G,T	？	無
U+26FC1	𦿁	G,T	？	無
U+26FC2	𦿂	G,T	？	無
U+26FC3	𦿃	G,KP,T	？	無
U+26FC4	𦿄	G,KP,T	？	無
U+26FC5	𦿅	G,KP,T	？	無
U+26FC6	𦿆	G,KP,T	？	無
U+26FC7	𦿇	G	？	無
U+26FC8	𦿈	G,T	？	無
U+26FC9	𦿉	G,KP,T	？	無
U+26FCA	𦿊	G,T	？	無
U+26FCB	𦿋	G,T	？	無
U+26FCC	𦿌	G,KP,T	？	無
U+26FCD	𦿍	G,KP,T	？	無
U+26FCE	𦿎	G,T	？	無
U+26FCF	𦿏	G,T	？	無
U+26FD0	𦿐	G,T	？	無
U+26FD1	𦿑	G,T	？	無
U+26FD2	𦿒	G,T	？	無
U+26FD3	𦿓	G,T	？	無
U+26FD4	𦿔	G,T	？	無
U+26FD5	𦿕	G,T	？	無
U+26FD6	𦿖	G,T	？	無
U+26FD7	𦿗	G,T	？	無
U+26FD8	𦿘	G,T	？	無
U+26FD9	𦿙	G,T	？	無
U+26FDA	𦿚	G,KP	？	無
U+26FDB	𦿛	G	？	無
U+26FDC	𦿜	G	？	無
U+26FDD	𦿝	G	？	無
U+26FDE	𦿞	H	cung1	無
